Request ID,Department,Request Type,Priority,Status,Ward,Date Opened,Date Closed,Resolution Days,Resolved Within Target,Citizen Satisfaction,Assigned Team,Latitude,Longitude,Estimated Cost,Channel,Weather,Year,Month,Quarter,Priority Score,Resolution Category,Cost Category,Request Age
MSR-03889,Public Works,Sidewalk Repair,Low,Closed,Ward 7,2025-01-17,2025-02-03,17.0,No,3.2,Team D,43.826526,-79.49974,50.0,Walk-in,Cloudy,2025,January,Q1,1,Slow,Low,548
MSR-02280,Water Services,Water Leak,High,Closed,Ward 4,2024-11-19,2024-11-22,3.0,Yes,3.5,Team D,43.760418,-79.547956,131.02,Email,Extreme Cold,2024,November,Q4,3,Fast,Low,607
MSR-00326,Public Works,Road Damage,Medium,Closed,Ward 1,2025-06-28,2025-07-11,13.0,No,2.5,Team A,43.837159,-79.646115,843.72,Email,Extreme Cold,2025,June,Q2,2,Slow,Medium,386
MSR-08280,Water Services,Low Water Pressure,Medium,Closed,Ward 3,2025-01-29,2025-02-05,7.0,Yes,3.5,Team B,43.844171,-79.565966,920.77,Web,Snow,2025,January,Q1,2,Average,Medium,536
MSR-05331,By-law Enforcement,Noise Complaint,Medium,Open,Unknown,2024-08-05,,,,,Team B,43.848697,-79.666216,1560.15,Walk-in,Clear,2024,August,Q3,2,Open,High,713
MSR-04428,By-law Enforcement,Animal Control,Low,Closed,Ward 4,2025-05-26,2025-06-06,11.0,Yes,4.8,Team C,43.834216,-79.621291,1007.36,Email,Snow,2025,May,Q2,1,Slow,Medium,419
MSR-04510,Water Services,Water Leak,Medium,Closed,Ward 9,2024-07-24,2024-08-01,8.0,Yes,4.4,Team E,43.791634,-79.428058,1587.8,Web,Extreme Cold,2024,July,Q3,2,Slow,High,725
MSR-08783,Waste Management,Missed Collection,Medium,Open,Ward 5,2024-04-01,,,,,Team F,43.825936,-79.524002,1302.14,Phone,Rain,2024,April,Q2,2,Open,Medium,839
MSR-07460,Water Services,Sewer Backup,Medium,Closed,Ward 9,2024-10-16,2024-10-22,6.0,Yes,3.9,Team G,43.761081,-79.628346,243.37,Phone,Cloudy,2024,October,Q4,2,Average,Low,641
MSR-07534,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 5,2024-07-15,2024-07-23,8.0,Yes,4.2,Team A,43.872601,-79.569981,474.22,Walk-in,Clear,2024,July,Q3,2,Slow,Low,734
MSR-07334,Parks and Recreation,Tree Damage,Medium,In Progress,Unknown,2024-01-09,,,,,Team H,43.914317,-79.49401,1839.92,Web,Snow,2024,January,Q1,2,Open,High,922
MSR-02138,Parks and Recreation,Playground Repair,Medium,Closed,Ward 8,2024-12-07,2024-12-08,1.0,Yes,5.0,Team F,43.903382,-79.611353,50.0,Web,Clear,2024,December,Q4,2,Fast,Low,589
MSR-01737,Public Works,Sidewalk Repair,High,Closed,Ward 4,2024-02-12,2024-02-14,2.0,Yes,4.4,Team B,43.892678,-79.583549,1357.84,Email,Snow,2024,February,Q1,3,Fast,Medium,888
MSR-06616,Water Services,Low Water Pressure,Medium,Closed,Ward 9,2025-07-10,2025-07-19,9.0,Yes,5.0,Team D,43.905538,-79.583561,50.0,Phone,Rain,2025,July,Q3,2,Slow,Low,374
MSR-03073,Waste Management,Missed Collection,Low,Closed,Ward 7,2024-02-01,2024-02-16,15.0,Yes,4.6,Team G,43.791983,-79.440466,948.41,Phone,Rain,2024,February,Q1,1,Slow,Medium,899
MSR-06833,Waste Management,Recycling Issue,Medium,Open,Ward 9,2024-12-16,,,,,Team C,43.852902,-79.583852,749.51,Mobile App,Rain,2024,December,Q4,2,Open,Medium,580
MSR-08272,Public Works,Pothole,High,In Progress,Ward 1,2024-09-10,,,,,Team D,43.90009,-79.639144,462.67,Web,Cloudy,2024,September,Q3,3,Open,Low,677
MSR-00707,Waste Management,Recycling Issue,Medium,Closed,Ward 7,2024-03-10,2024-03-12,2.0,Yes,4.2,Team C,43.912391,-79.47437,1089.45,Mobile App,Clear,2024,March,Q1,2,Fast,Medium,861
MSR-07057,Waste Management,Illegal Dumping,Low,Closed,Ward 1,2024-05-13,2024-05-20,7.0,Yes,3.7,Team C,43.859252,-79.654828,689.66,Web,Snow,2024,May,Q2,1,Average,Medium,797
MSR-03845,By-law Enforcement,Parking Violation,Critical,Closed,Ward 4,2024-11-08,2024-11-10,2.0,Yes,3.5,Team C,43.799151,-79.589232,50.0,Walk-in,Extreme Cold,2024,November,Q4,4,Fast,Low,618
MSR-05367,By-law Enforcement,Animal Control,Medium,In Progress,Ward 9,2024-01-25,,,,,Team E,43.779996,-79.594255,1047.18,Phone,Cloudy,2024,January,Q1,2,Open,Medium,906
MSR-03632,By-law Enforcement,Property Standards,Low,Closed,Ward 9,2025-11-24,2025-11-30,6.0,Yes,3.6,Team F,43.782868,-79.478848,175.46,Email,Extreme Cold,2025,November,Q4,1,Average,Low,237
MSR-04541,Waste Management,Damaged Bin,High,Closed,Ward 3,2025-02-01,2025-02-01,0.0,Yes,3.3,Team C,43.851374,-79.584895,654.86,Web,Extreme Cold,2025,February,Q1,3,Fast,Medium,533
MSR-00068,Parks and Recreation,Tree Damage,Medium,Closed,Ward 7,2024-02-14,2024-02-24,10.0,Yes,3.8,Team C,43.906149,-79.58088,1467.73,Email,Clear,2024,February,Q1,2,Slow,Medium,886
MSR-02639,Waste Management,Damaged Bin,Medium,In Progress,Ward 2,2025-07-06,,,,,Team F,43.86201,-79.618009,594.18,Mobile App,Snow,2025,July,Q3,2,Open,Medium,378
MSR-03510,Waste Management,Damaged Bin,Medium,Closed,Ward 10,2025-07-22,2025-07-22,0.0,Yes,5.0,Team H,43.849047,-79.45043,1248.55,Mobile App,Extreme Cold,2025,July,Q3,2,Fast,Medium,362
MSR-04130,Public Works,Pothole,High,Closed,Ward 8,2024-09-26,2024-09-29,3.0,Yes,4.4,Team H,43.838257,-79.654619,1519.13,Phone,Extreme Cold,2024,September,Q3,3,Fast,High,661
MSR-06743,Waste Management,Recycling Issue,Low,Closed,Ward 8,2024-12-17,2025-01-04,18.0,No,2.6,Team G,43.776337,-79.474889,208.6,Mobile App,Clear,2024,December,Q4,1,Slow,Low,579
MSR-05111,Waste Management,Illegal Dumping,Medium,Closed,Ward 2,2024-12-01,2024-12-12,11.0,No,2.7,Team H,43.817863,-79.558755,783.29,Walk-in,Snow,2024,December,Q4,2,Slow,Medium,595
MSR-06827,Parks and Recreation,Playground Repair,High,Open,Ward 8,2024-05-23,,,,,Team H,43.89704,-79.612329,677.3,Email,Extreme Cold,2024,May,Q2,3,Open,Medium,787
MSR-03509,Parks and Recreation,Trail Issue,Medium,Closed,Ward 4,2024-10-01,2024-10-11,10.0,Yes,4.4,Team D,43.880322,-79.571104,1315.9,Phone,Snow,2024,October,Q4,2,Slow,Medium,656
MSR-08216,By-law Enforcement,Parking Violation,Medium,Closed,Ward 9,2025-06-14,2025-06-22,8.0,Yes,4.8,Team F,43.855933,-79.453388,202.36,Web,Clear,2025,June,Q2,2,Slow,Low,400
MSR-07428,Waste Management,Damaged Bin,Medium,Closed,Ward 3,2025-03-10,2025-03-20,10.0,Yes,3.9,Team A,43.86176,-79.555294,1566.26,Web,Rain,2025,March,Q1,2,Slow,High,496
MSR-03939,By-law Enforcement,Noise Complaint,Critical,Closed,Ward 6,2025-08-05,2025-08-07,2.0,Yes,5.0,Team F,43.865871,-79.455113,1158.77,Email,Snow,2025,August,Q3,4,Fast,Medium,348
MSR-04144,Waste Management,Recycling Issue,Medium,Closed,Ward 6,2025-11-06,2025-11-10,4.0,Yes,4.0,Team C,43.821128,-79.607261,1643.05,Phone,Clear,2025,November,Q4,2,Average,High,255
MSR-06006,Public Works,Road Damage,Low,In Progress,Ward 10,2024-04-17,,,,,Team H,43.794692,-79.508188,183.36,Walk-in,Clear,2024,April,Q2,1,Open,Low,823
MSR-08007,Parks and Recreation,Tree Damage,Low,Closed,Ward 8,2025-03-03,2025-03-19,16.0,No,2.9,Team E,43.880272,-79.567378,493.5,Web,Rain,2025,March,Q1,1,Slow,Low,503
MSR-03573,By-law Enforcement,Property Standards,High,Closed,Ward 6,2025-08-21,2025-08-25,4.0,Yes,4.3,Team E,43.844864,-79.597563,50.0,Walk-in,Extreme Cold,2025,August,Q3,3,Average,Low,332
MSR-09790,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 7,2025-10-01,2025-10-11,10.0,Yes,4.1,Team E,43.901014,-79.527527,324.41,Walk-in,Clear,2025,October,Q4,1,Slow,Low,291
MSR-07439,By-law Enforcement,Property Standards,Medium,Closed,Ward 6,2025-05-24,2025-05-26,2.0,Yes,4.5,Team H,43.876683,-79.678647,965.02,Mobile App,Snow,2025,May,Q2,2,Fast,Medium,421
MSR-09645,Public Works,Pothole,Low,Closed,Ward 3,2024-06-09,2024-06-26,17.0,No,2.7,Team H,43.789774,-79.522722,60.7,Phone,Snow,2024,June,Q2,1,Slow,Low,770
MSR-07174,Public Works,Road Damage,Low,Open,Ward 4,2024-08-21,,,,,Team E,43.821048,-79.494992,1673.16,Phone,Cloudy,2024,August,Q3,1,Open,High,697
MSR-06614,Parks and Recreation,Tree Damage,Medium,Closed,Ward 6,2024-03-27,2024-04-02,6.0,Yes,4.1,Team E,43.800176,-79.641678,1168.87,Phone,Extreme Cold,2024,March,Q1,2,Average,Medium,844
MSR-02430,Waste Management,Recycling Issue,Medium,Closed,Ward 1,2024-11-02,2024-11-08,6.0,Yes,3.9,Unassigned,43.83631,-79.612515,741.16,Email,Cloudy,2024,November,Q4,2,Average,Medium,624
MSR-03139,Transportation Services,Snow Clearing,Medium,Closed,Ward 8,2024-09-06,2024-09-07,1.0,Yes,4.2,Team H,43.867772,-79.555891,1233.2,Phone,Cloudy,2024,September,Q3,2,Fast,Medium,681
MSR-04965,Parks and Recreation,Tree Damage,Critical,Open,Ward 8,2025-07-22,,,,,Team B,43.800785,-79.626474,1083.12,Walk-in,Snow,2025,July,Q3,4,Open,Medium,362
MSR-03642,Water Services,Sewer Backup,Low,Closed,Ward 5,2025-02-06,2025-02-16,10.0,Yes,4.4,Team E,43.840849,-79.485009,614.29,Walk-in,Clear,2025,February,Q1,1,Slow,Medium,528
MSR-03281,Public Works,Sidewalk Repair,Medium,Closed,Ward 6,2024-04-10,2024-04-15,5.0,Yes,3.8,Team B,43.800793,-79.639514,50.0,Walk-in,Rain,2024,April,Q2,2,Average,Low,830
MSR-04746,Waste Management,Recycling Issue,Medium,Closed,Ward 10,2024-04-23,2024-05-02,9.0,Yes,5.0,Team B,43.888872,-79.427045,513.02,Mobile App,Rain,2024,April,Q2,2,Slow,Medium,817
MSR-08149,Transportation Services,Road Sign Damage,Low,Open,Ward 2,2025-07-24,,,,,Team G,43.768262,-79.651309,537.35,Walk-in,Clear,2025,July,Q3,1,Open,Medium,360
MSR-03940,Parks and Recreation,Tree Damage,Low,Closed,Ward 9,2025-09-21,2025-09-28,7.0,Yes,3.7,Team F,43.790326,-79.471559,1803.93,Web,Cloudy,2025,September,Q3,1,Average,High,301
MSR-01582,Parks and Recreation,Park Maintenance,Medium,Closed,Ward 9,2025-08-08,2025-08-13,5.0,Yes,4.2,Team G,43.774397,-79.614448,77.52,Web,Clear,2025,August,Q3,2,Average,Low,345
MSR-02671,Public Works,Pothole,Low,Closed,Ward 9,2024-03-22,2024-04-13,22.0,No,2.3,Team C,43.816034,-79.436192,562.89,Web,Cloudy,2024,March,Q1,1,Slow,Medium,849
MSR-08976,Waste Management,Damaged Bin,Low,In Progress,Ward 8,2024-06-02,,,,,Team C,43.863205,-79.454852,570.73,Mobile App,Extreme Cold,2024,June,Q2,1,Open,Medium,777
MSR-08293,Public Works,Sidewalk Repair,High,In Progress,Ward 5,2025-07-26,,,,,Team E,43.886569,-79.634391,977.49,Walk-in,Cloudy,2025,July,Q3,3,Open,Medium,358
MSR-07821,By-law Enforcement,Animal Control,High,Closed,Ward 4,2025-10-13,2025-10-13,0.0,Yes,3.7,Unassigned,43.88988,-79.627942,1405.88,Mobile App,Snow,2025,October,Q4,3,Fast,Medium,279
MSR-02647,Public Works,Pothole,Medium,Closed,Ward 1,2024-08-24,2024-08-31,7.0,Yes,4.7,Team A,43.884249,-79.499836,620.08,Email,Rain,2024,August,Q3,2,Average,Medium,694
MSR-09415,Transportation Services,Road Sign Damage,Medium,In Progress,Ward 7,2024-06-01,,,,,Team H,43.823581,-79.610024,519.78,Email,Extreme Cold,2024,June,Q2,2,Open,Medium,778
MSR-07834,Waste Management,Missed Collection,Medium,Open,Ward 10,2025-05-10,,,,,Team C,43.904896,-79.651596,676.73,Walk-in,Rain,2025,May,Q2,2,Open,Medium,435
MSR-00938,Water Services,Sewer Backup,Medium,Closed,Ward 9,2025-05-09,2025-05-11,2.0,Yes,2.4,Team D,43.807942,-79.454512,718.5,Mobile App,Snow,2025,May,Q2,2,Fast,Medium,436
MSR-01001,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 1,2025-06-25,2025-07-05,10.0,Yes,4.1,Team B,43.809002,-79.47199,320.84,Phone,Rain,2025,June,Q2,2,Slow,Low,389
MSR-06875,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 1,2025-05-04,2025-05-04,0.0,Yes,4.3,Team D,43.772168,-79.53421,808.95,Walk-in,Snow,2025,May,Q2,1,Fast,Medium,441
MSR-05047,Public Works,Sidewalk Repair,Medium,Closed,Ward 2,2025-08-20,2025-08-27,7.0,Yes,2.9,Team B,43.809573,-79.632316,413.85,Web,Extreme Cold,2025,August,Q3,2,Average,Low,333
MSR-07668,Waste Management,Damaged Bin,Medium,Closed,Ward 10,2024-06-19,2024-07-02,13.0,No,2.4,Unassigned,43.848069,-79.591013,550.93,Email,Extreme Cold,2024,June,Q2,2,Slow,Medium,760
MSR-04685,By-law Enforcement,Noise Complaint,Low,Closed,Ward 7,2024-03-12,2024-03-17,5.0,Yes,3.5,Team B,43.807136,-79.527073,1342.56,Phone,Cloudy,2024,March,Q1,1,Average,Medium,859
MSR-02919,Transportation Services,Snow Clearing,Medium,Open,Unknown,2025-08-13,,,,,Team G,43.854111,-79.579327,471.09,Phone,Snow,2025,August,Q3,2,Open,Low,340
MSR-08640,By-law Enforcement,Parking Violation,Medium,Closed,Ward 10,2024-01-19,2024-01-26,7.0,Yes,3.2,Team B,43.90533,-79.50052,1155.67,Email,Clear,2024,January,Q1,2,Average,Medium,912
MSR-03422,Public Works,Sidewalk Repair,Low,Closed,Ward 9,2024-12-27,2024-12-30,3.0,Yes,4.2,Team A,43.844921,-79.63143,97.08,Walk-in,Snow,2024,December,Q4,1,Fast,Low,569
MSR-06531,Waste Management,Illegal Dumping,Medium,Open,Ward 4,2025-11-26,,,,,Team H,43.828303,-79.448763,1558.99,Walk-in,Clear,2025,November,Q4,2,Open,High,235
MSR-04674,Parks and Recreation,Playground Repair,Medium,Closed,Ward 5,2024-02-25,2024-03-10,14.0,No,2.5,Team E,43.855348,-79.607355,1158.29,Email,Rain,2024,February,Q1,2,Slow,Medium,875
MSR-00402,Waste Management,Damaged Bin,Medium,In Progress,Ward 3,2024-05-06,,,,,Team F,43.774591,-79.496381,964.41,Web,Extreme Cold,2024,May,Q2,2,Open,Medium,804
MSR-05257,Transportation Services,Road Sign Damage,High,Closed,Ward 3,2025-10-07,2025-10-13,6.0,No,2.3,Team C,43.838154,-79.451703,691.33,Phone,Rain,2025,October,Q4,3,Average,Medium,285
MSR-03818,Water Services,Low Water Pressure,High,Closed,Ward 9,2024-09-18,2024-09-23,5.0,Yes,3.4,Team H,43.867503,-79.594771,492.38,Walk-in,Cloudy,2024,September,Q3,3,Average,Low,669
MSR-04244,Waste Management,Damaged Bin,Medium,Closed,Ward 1,2025-05-18,2025-05-24,6.0,Yes,4.2,Team F,43.890737,-79.495177,240.81,Email,Cloudy,2025,May,Q2,2,Average,Low,427
MSR-04067,By-law Enforcement,Animal Control,Low,Closed,Ward 9,2024-07-14,2024-07-24,10.0,Yes,2.8,Team H,43.792665,-79.432028,1282.4,Walk-in,Snow,2024,July,Q3,1,Slow,Medium,735
MSR-08014,Public Works,Sidewalk Repair,Critical,Open,Ward 6,2025-05-16,,,,,Team F,43.7942,-79.508329,1230.96,Phone,Cloudy,2025,May,Q2,4,Open,Medium,429
MSR-09719,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 5,2025-11-20,2025-11-29,9.0,Yes,3.2,Team H,43.793755,-79.475589,1632.63,Mobile App,Extreme Cold,2025,November,Q4,2,Slow,High,241
MSR-08153,Transportation Services,Traffic Signal Issue,Low,Open,Ward 9,2024-05-24,,,,,Team D,43.77974,-79.49474,1874.0,Web,Clear,2024,May,Q2,1,Open,High,786
MSR-03238,By-law Enforcement,Animal Control,High,Closed,Ward 3,2024-03-01,2024-03-04,3.0,Yes,4.1,Team C,43.815082,-79.595982,1077.68,Phone,Clear,2024,March,Q1,3,Fast,Medium,870
MSR-07207,Water Services,Low Water Pressure,Medium,Closed,Ward 5,2025-09-02,2025-09-12,10.0,Yes,4.3,Team E,43.833885,-79.637646,496.48,Walk-in,Cloudy,2025,September,Q3,2,Slow,Low,320
MSR-06803,Public Works,Road Damage,Medium,Closed,Ward 6,2025-05-06,2025-05-11,5.0,Yes,4.5,Team F,43.909801,-79.598692,729.84,Phone,Rain,2025,May,Q2,2,Average,Medium,439
MSR-05064,Water Services,Sewer Backup,High,Closed,Ward 8,2024-04-19,2024-04-22,3.0,Yes,4.4,Team D,43.817871,-79.512136,232.22,Phone,Rain,2024,April,Q2,3,Fast,Low,821
MSR-03814,Public Works,Graffiti,Low,Closed,Ward 6,2024-08-28,2024-08-30,2.0,Yes,4.8,Team B,43.819283,-79.438985,348.22,Mobile App,Snow,2024,August,Q3,1,Fast,Low,690
MSR-06083,Water Services,Water Quality,Medium,Closed,Ward 6,2024-12-26,2025-01-09,14.0,No,2.9,Team H,43.843519,-79.650626,50.0,Email,Extreme Cold,2024,December,Q4,2,Slow,Low,570
MSR-07858,Waste Management,Missed Collection,Medium,Closed,Ward 9,2025-10-17,2025-10-23,6.0,Yes,3.8,Team F,43.817796,-79.451808,670.12,Phone,Cloudy,2025,October,Q4,2,Average,Medium,275
MSR-00946,By-law Enforcement,Animal Control,Low,Closed,Ward 6,2024-10-09,2024-10-17,8.0,Yes,3.4,Team B,43.805478,-79.557321,34609.6,Mobile App,Cloudy,2024,October,Q4,1,Slow,High,648
MSR-04714,Public Works,Road Damage,Medium,Closed,Ward 9,2025-07-24,2025-07-30,6.0,Yes,3.6,Team H,43.852528,-79.533749,50.0,Web,Extreme Cold,2025,July,Q3,2,Average,Low,360
MSR-09452,Transportation Services,Streetlight Outage,High,Open,Ward 4,2025-04-28,,,,,Team E,43.855089,-79.573285,536.81,Email,Cloudy,2025,April,Q2,3,Open,Medium,447
MSR-06298,Water Services,Low Water Pressure,High,Closed,Ward 8,2025-02-11,2025-02-16,5.0,Yes,3.0,Team D,43.849989,-79.473052,260.41,Web,Clear,2025,February,Q1,3,Average,Low,523
MSR-02565,Waste Management,Recycling Issue,High,In Progress,Ward 10,2024-10-30,,,,,Team C,43.790135,-79.456222,733.1,Mobile App,Rain,2024,October,Q4,3,Open,Medium,627
MSR-04566,Parks and Recreation,Playground Repair,High,In Progress,Ward 9,2024-09-29,,,,,Team C,43.843302,-79.672148,938.97,Mobile App,Cloudy,2024,September,Q3,3,Open,Medium,658
MSR-05026,By-law Enforcement,Animal Control,High,Closed,Ward 10,2024-09-24,2024-09-29,5.0,Yes,3.8,Team F,43.902205,-79.625258,669.04,Web,Clear,2024,September,Q3,3,Average,Medium,663
MSR-08443,Water Services,Water Leak,Critical,In Progress,Ward 4,2024-07-27,,,,,Team A,43.835655,-79.457938,2173.04,Web,Snow,2024,July,Q3,4,Open,High,722
MSR-04829,By-law Enforcement,Animal Control,High,Closed,Ward 4,2025-10-30,2025-11-03,4.0,Yes,4.7,Team B,43.775926,-79.447028,1083.0,Phone,Cloudy,2025,October,Q4,3,Average,Medium,262
MSR-08094,Public Works,Road Damage,Medium,In Progress,Ward 10,2024-09-13,,,,,Team D,43.897211,-79.485936,1156.89,Phone,Extreme Cold,2024,September,Q3,2,Open,Medium,674
MSR-01683,Transportation Services,Snow Clearing,Low,In Progress,Ward 6,2025-02-25,,,,,Team D,43.880464,-79.568615,764.54,Email,Snow,2025,February,Q1,1,Open,Medium,509
MSR-02474,Parks and Recreation,Tree Damage,Low,In Progress,Ward 6,2024-09-27,,,,,Team H,43.84908,-79.438361,758.89,Web,Snow,2024,September,Q3,1,Open,Medium,660
MSR-01421,By-law Enforcement,Property Standards,High,In Progress,Ward 5,2025-04-16,,,,,Team D,43.915857,-79.631469,712.7,Phone,Rain,2025,April,Q2,3,Open,Medium,459
MSR-08322,Public Works,Pothole,Low,Open,Ward 2,2025-06-15,,,,,Team A,43.89034,-79.679108,1923.84,Web,Cloudy,2025,June,Q2,1,Open,High,399
MSR-06955,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 6,2024-02-18,2024-02-23,5.0,Yes,4.4,Team A,43.844551,-79.477851,1270.53,Web,Rain,2024,February,Q1,2,Average,Medium,882
MSR-02328,Water Services,Sewer Backup,Medium,Open,Ward 2,2024-05-13,,,,,Team A,43.860087,-79.625476,887.14,Email,Extreme Cold,2024,May,Q2,2,Open,Medium,797
MSR-06495,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 3,2024-11-25,2024-12-01,6.0,Yes,3.6,Team B,43.870509,-79.604793,305.75,Email,Rain,2024,November,Q4,2,Average,Low,601
MSR-08847,Waste Management,Recycling Issue,Low,Open,Ward 7,2025-07-10,,,,,Team B,43.845142,-79.455735,531.47,Web,Rain,2025,July,Q3,1,Open,Medium,374
MSR-07738,Parks and Recreation,Playground Repair,Critical,Closed,Ward 5,2025-11-28,2025-11-29,1.0,Yes,4.0,Team B,43.788472,-79.428408,771.85,Walk-in,Extreme Cold,2025,November,Q4,4,Fast,Medium,233
MSR-04572,Public Works,Sidewalk Repair,High,Open,Ward 1,2025-02-12,,,,,Team A,43.862821,-79.48133,1692.84,Mobile App,Extreme Cold,2025,February,Q1,3,Open,High,522
MSR-06523,Waste Management,Recycling Issue,Medium,Closed,Ward 5,2025-08-09,2025-08-18,9.0,Yes,3.3,Team B,43.879043,-79.655847,723.21,Web,Rain,2025,August,Q3,2,Slow,Medium,344
MSR-09290,Waste Management,Illegal Dumping,High,Closed,Ward 4,2024-10-03,2024-10-05,2.0,Yes,4.1,Team A,43.808479,-79.624958,882.49,Web,Clear,2024,October,Q4,3,Fast,Medium,654
MSR-04261,Waste Management,Damaged Bin,Medium,Closed,Ward 6,2025-11-12,2025-11-20,8.0,Yes,3.5,Team D,43.762916,-79.650033,1330.72,Web,Clear,2025,November,Q4,2,Slow,Medium,249
MSR-00379,Parks and Recreation,Playground Repair,High,Closed,Ward 7,2025-08-05,2025-08-11,6.0,No,2.2,Team B,43.875773,-79.473845,1372.29,Walk-in,Snow,2025,August,Q3,3,Average,Medium,348
MSR-03342,Parks and Recreation,Trail Issue,Medium,Closed,Ward 9,2024-05-05,2024-05-16,11.0,No,3.4,Team F,43.896702,-79.670816,258.72,Phone,Extreme Cold,2024,May,Q2,2,Slow,Low,805
MSR-03716,Waste Management,Missed Collection,Medium,Closed,Ward 4,2024-03-07,2024-03-17,10.0,Yes,2.7,Team H,43.863178,-79.448894,50.0,Mobile App,Extreme Cold,2024,March,Q1,2,Slow,Low,864
MSR-07736,Public Works,Road Damage,Low,Closed,Ward 6,2025-10-19,2025-10-24,5.0,Yes,2.9,Team B,43.777933,-79.523766,697.1,Email,Snow,2025,October,Q4,1,Average,Medium,273
MSR-00505,Water Services,Water Quality,Medium,In Progress,Ward 3,2024-03-07,,,,,Team G,43.818194,-79.628238,1205.6,Web,Rain,2024,March,Q1,2,Open,Medium,864
MSR-05305,Public Works,Pothole,Medium,Closed,Ward 4,2024-10-03,2024-10-07,4.0,Yes,4.6,Team C,43.899022,-79.526661,16608.12,Email,Cloudy,2024,October,Q4,2,Average,High,654
MSR-00494,By-law Enforcement,Property Standards,High,Open,Ward 5,2024-10-04,,,,,Team B,43.869671,-79.50103,470.27,Walk-in,Extreme Cold,2024,October,Q4,3,Open,Low,653
MSR-02073,Waste Management,Missed Collection,Medium,Closed,Ward 9,2025-02-13,2025-02-23,10.0,Yes,4.2,Team E,43.806086,-79.672543,1140.64,Web,Cloudy,2025,February,Q1,2,Slow,Medium,521
MSR-02173,Public Works,Sidewalk Repair,Low,Closed,Ward 2,2025-04-16,2025-04-27,11.0,Yes,4.5,Team G,43.809718,-79.662883,50.0,Walk-in,Clear,2025,April,Q2,1,Slow,Low,459
MSR-05938,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 7,2024-07-21,2024-08-09,19.0,No,2.5,Team E,43.825247,-79.613577,276.79,Mobile App,Clear,2024,July,Q3,1,Slow,Low,728
MSR-07412,By-law Enforcement,Noise Complaint,Low,Closed,Ward 1,2024-01-08,2024-01-13,5.0,Yes,3.4,Team B,43.917412,-79.575387,934.36,Web,Clear,2024,January,Q1,1,Average,Medium,923
MSR-05145,Waste Management,Illegal Dumping,Medium,Closed,Ward 6,2024-07-26,2024-08-03,8.0,Yes,2.8,Team F,43.850799,-79.608346,847.91,Walk-in,Cloudy,2024,July,Q3,2,Slow,Medium,723
MSR-04516,By-law Enforcement,Property Standards,Low,In Progress,Ward 6,2025-11-01,,,,,Team B,43.872645,-79.631656,1266.42,Phone,Clear,2025,November,Q4,1,Open,Medium,260
MSR-06854,Parks and Recreation,Trail Issue,High,Closed,Ward 7,2024-06-18,2024-06-19,1.0,Yes,3.8,Team F,43.833352,-79.6384,1147.95,Email,Snow,2024,June,Q2,3,Fast,Medium,761
MSR-02933,Parks and Recreation,Park Maintenance,Medium,Closed,Ward 9,2025-10-06,2025-10-19,13.0,No,3.7,Team H,43.825152,-79.576614,1182.0,Web,Rain,2025,October,Q4,2,Slow,Medium,286
MSR-01762,Transportation Services,Road Sign Damage,High,Closed,Unknown,2024-09-20,2024-09-23,3.0,Yes,3.2,Team F,43.82836,-79.526788,304.14,Mobile App,Clear,2024,September,Q3,3,Fast,Low,667
MSR-07372,Waste Management,Illegal Dumping,Critical,Closed,Ward 4,2024-02-06,2024-02-07,1.0,Yes,3.2,Team B,43.906216,-79.665428,411.63,Phone,Cloudy,2024,February,Q1,4,Fast,Low,894
MSR-08560,Waste Management,Illegal Dumping,High,Closed,Ward 2,2024-03-26,2024-03-27,1.0,Yes,3.4,Team H,43.919474,-79.606225,1283.94,Walk-in,Clear,2024,March,Q1,3,Fast,Medium,845
MSR-08329,Public Works,Road Damage,Low,Closed,Ward 10,2024-05-31,2024-06-18,18.0,No,3.4,Team E,43.781977,-79.669396,222.0,Web,Cloudy,2024,May,Q2,1,Slow,Low,779
MSR-08669,Transportation Services,Streetlight Outage,Critical,Closed,Ward 5,2024-09-16,2024-09-18,2.0,Yes,4.5,Team E,43.901878,-79.439052,425.1,Mobile App,Rain,2024,September,Q3,4,Fast,Low,671
MSR-03115,Parks and Recreation,Playground Repair,Medium,In Progress,Ward 9,2024-05-13,,,,,Team B,43.896649,-79.441523,587.48,Walk-in,Clear,2024,May,Q2,2,Open,Medium,797
MSR-06845,Public Works,Sidewalk Repair,Medium,Closed,Ward 5,2024-03-05,2024-03-12,7.0,Yes,3.1,Team D,43.882091,-79.433743,416.29,Web,Clear,2024,March,Q1,2,Average,Low,866
MSR-07838,By-law Enforcement,Noise Complaint,Low,Closed,Ward 8,2025-02-11,2025-02-23,12.0,Yes,5.0,Team C,43.847162,-79.535441,2004.15,Walk-in,Rain,2025,February,Q1,1,Slow,High,523
MSR-00934,By-law Enforcement,Parking Violation,Low,Open,Ward 3,2025-12-07,,,,,Team D,43.909813,-79.457044,792.67,Email,Rain,2025,December,Q4,1,Open,Medium,224
